Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
TAC1	NPK	TAC2	6863
TAC1	NPK	NKNA	6863
TAC3	ZNEUROK1	NKNB	6866
TAC3	NKB	NKNB	6866
TAC3	NK3	NKNB	6866
TAC3	LncZBTB39-1:2	NKNB	6866
TAC3	LncZBTB39	NKNB	6866
TAC4	HK-1		255061
TAC4	Pptc		255061
TAC4	PPT-C		255061
TACC1			6867
TACC1P1			219752
TACC2	AZU-1		10579
TACC2	ECTACC		10579
TACC3	ERIC1		10460
TACC3	ERIC-1		10460
TACC3	maskin		10460
TACC3	Tacc4		10460
TACO1		CCDC44	51204
TACR1	SPR	TAC1R	6869
TACR1	NK1R	TAC1R	6869
TACR1	NKIR	TAC1R	6869
TACR2	SKR	TAC2R	6865
TACR2	SKR	NKNAR	6865
TACR2	NK2R	TAC2R	6865
TACR2	NK2R	NKNAR	6865
TACR3	NK3R		6870
TACR3	NKR		6870
TACR3	TAC3R		6870
TACSTD2	TROP2	M1S1	4070
TACSTD2	GA733-1	M1S1	4070
TACSTD2	EGP-1	M1S1	4070
TADA1	STAF42	TADA1L	117143
TADA1	ADA1	TADA1L	117143
TADA1	hADA1	TADA1L	117143
TADA1	HFI1	TADA1L	117143
TADA2A	ADA2	TADA2L	6871
TADA2A	hADA2	TADA2L	6871
TADA2A	ADA2A	TADA2L	6871
TADA2B	MGC21874		93624
TADA3	FLJ20221	TADA3L	10474
TADA3	FLJ21329	TADA3L	10474
TADA3	ADA3	TADA3L	10474
TADA3	hADA3	TADA3L	10474
TADA3	NGG1	TADA3L	10474
TAF1	NSCL2	TAF2A	6872
TAF1	NSCL2	BA2R	6872
TAF1	NSCL2	CCG1	6872
TAF1	NSCL2	CCGS	6872
TAF1	NSCL2	DYT3	6872
TAF1	TAFII250	TAF2A	6872
TAF1	TAFII250	BA2R	6872
TAF1	TAFII250	CCG1	6872
TAF1	TAFII250	CCGS	6872
TAF1	TAFII250	DYT3	6872
TAF1	KAT4	TAF2A	6872
TAF1	KAT4	BA2R	6872
TAF1	KAT4	CCG1	6872
TAF1	KAT4	CCGS	6872
TAF1	KAT4	DYT3	6872
TAF1	DYT3/TAF1	TAF2A	6872
TAF1	DYT3/TAF1	BA2R	6872
TAF1	DYT3/TAF1	CCG1	6872
TAF1	DYT3/TAF1	CCGS	6872
TAF1	DYT3/TAF1	DYT3	6872
TAF1A	TAFI48		9015
TAF1A	SL1		9015
TAF1A-AS1			100506161
TAF1B	TAFI63		9014
TAF1B	SL1		9014
TAF1B	RAF1B		9014
TAF1B	RAFI63		9014
TAF1C	TAFI110		9013
TAF1C	TAFI95		9013
TAF1C	SL1		9013
TAF1C	MGC:39976		9013
TAF1D	MGC5306	JOSD3	79101
TAF1D	TAF(I)41	JOSD3	79101
TAF1L			138474
TAF2	TAFII150	TAF2B	6873
TAF2	CIF150	TAF2B	6873
TAF3	TAF140		83860
TAF3	TAFII140		83860
TAF4	TAFII130	TAF4A	6874
TAF4	TAFII130	TAF2C1	6874
TAF4	TAFII130	TAF2C	6874
TAF4	TAFII135	TAF4A	6874
TAF4	TAFII135	TAF2C1	6874
TAF4	TAFII135	TAF2C	6874
TAF4B	TAFII105	TAF2C2	6875
TAF5	TAFII100	TAF2D	6877
TAF5L	PAF65B		27097
TAF5LP1	HsT33855	TAF5LP	645744
TAF6	TAFII70	TAF2E	6878
TAF6	TAFII80	TAF2E	6878
TAF6	MGC:8964	TAF2E	6878
TAF6	TAFII85	TAF2E	6878
TAF6L	PAF65A		10629
TAF7	TAFII55	TAF2F	6879
TAF7L	CT40	TAF2Q	54457
TAF8	FLJ32821	TBN	129685
TAF8	TAF(II)43	TBN	129685
TAF9	TAFII31	TAF2G	6880
TAF9	TAFII32	TAF2G	6880
TAF9	TAFIID32	TAF2G	6880
TAF9	MGC5067	TAF2G	6880
TAF9	CGI-137	TAF2G	6880
TAF9	MGC1603	TAF2G	6880
TAF9	MGC3647	TAF2G	6880
TAF9	AD-004	TAF2G	6880
TAF9B	TAFII31L	TAF9L	51616
TAF9B	DN-7	TAF9L	51616
TAF9B	DN7	TAF9L	51616
TAF9B	TFIID-31	TAF9L	51616
TAF9BP1			246135
TAF9BP2			100130319
TAF9P1			360002
TAF9P2			360003
TAF9P3	TAF2GL		163088
TAF10	TAFII30	TAF2H	6881
TAF10	TAFII30	TAF2A	6881
TAF11	TAFII28	TAF2I	6882
TAF11L1			285697
TAF11L2			391742
TAF11L3			646103
TAF11L4			391746
TAF11L5			646066
TAF11L6			391747
TAF11L7			112488736
TAF11L8			112488737
TAF11L9			112488745
TAF11L10			112488738
TAF11L11			112488746
TAF11L12			112488739
TAF11L13			112488747
TAF11L14			112488740
TAF12	TAFII20	TAF2J	6883
TAF13	TAFII18	TAF2K	6884
TAF13P1		TAF13P	246112
TAF13P2			100462886
TAF15	hTAFII68	TAF2N	8148
TAF15	RBP56	TAF2N	8148
TAF15	Npl3	TAF2N	8148
TAFA1	TAFA-1	FAM19A1	407738
TAFA2	TAFA-2	FAM19A2	338811
TAFA3	TAFA-3	FAM19A3	284467
TAFA4	TAFA-4	FAM19A4	151647
TAFA5	TAFA-5	FAM19A5	25817
TAGAP	FLJ32631		117289
TAGAP	IDDM21		117289
TAGAP	ARHGAP47		117289
TAGAP-AS1			105378083
TAGLN	SM22		6876
TAGLN	WS3-10		6876
TAGLN	TAGLN1		6876
TAGLN	SMCC		6876
TAGLN	DKFZp686P11128		6876
TAGLN2	KIAA0120		8407
TAGLN2	HA1756		8407
TAGLN2P1			100418887
TAGLN2P2			642319
TAGLN3	NP25		29114
TAGLN3	NP22		29114
TAL1	SCL	TCL5	6886
TAL1	bHLHa17	TCL5	6886
TAL2	bHLHa19		6887
TALAM1			109136579
TALDO1			6888
TALDO1P1	TAL-H	TALDO	6889
TALDO1P1	TAL-H	TALDOP1	6889
TAMALIN		GRASP	160622
TAMALIN-AS1		GRASPOS	692159
TAMALIN-AS1		GRASP-AS1	692159
TAMM41	MGC16471	C3orf31	132001
TAMM41	DKFZp434E0519	C3orf31	132001
TANC1	KIAA1728		85461
TANC1	ROLSB		85461
TANC2	DKFZP564D166		26115
TANC2	FLJ10215		26115
TANC2	FLJ11824		26115
TANC2	KIAA1148		26115
TANC2	KIAA1636		26115
TANC2	rols		26115
TANC2	ROLSA		26115
TANGO2	DKFZp761P1121	C22orf25	128989
TANGO6	FLJ12688	TMCO7	79613
TANGO6	KIAA1746	TMCO7	79613
TANK	I-TRAF	TRAF2	10010
TANK-AS1			105373719
TAOK1	KIAA1361		57551
TAOK1	MARKK		57551
TAOK1	PSK2		57551
TAOK1	MAP3K16		57551
TAOK1	FLJ14314		57551
TAOK1	TAO1		57551
TAOK2	TAO1		9344
TAOK2	KIAA0881		9344
TAOK2	PSK		9344
TAOK2	PSK1		9344
TAOK2	TAO2		9344
TAOK2	MAP3K17		9344
TAOK3	JIK		51347
TAOK3	DPK		51347
TAOK3	MAP3K18		51347
TAP1	PSF1	ABCB2	6890
TAP1	RING4	ABCB2	6890
TAP1	D6S114E	ABCB2	6890
TAP2	PSF2	ABCB3	6891
TAP2	RING11	ABCB3	6891
TAP2	D6S217E	ABCB3	6891
TAPBP	TAPA		6892
TAPBPL	TAPBP-R		55080
TAPBPL	FLJ10143		55080
TAPBPL	TAPBPR		55080
TAPT1	FLJ90013		202018
TAPT1-AS1	FLJ39653		202020
TAPVR1			
TARBP1	TRP-185		6894
TARBP1	TRM3		6894
TARBP1	TRMT3		6894
TARBP2	Trbp		6895
TARBP2P1	TRBP	TARBP2P	6896
TARDBP	TDP-43		23435
TARDBP	ALS10		23435
TARDBPP1	bA318P23.1	TARDBPL	643503
TARDBPP2			440142
TARDBPP3			643387
TARDBPP4			100128540
TARDBPP5			100996860
TARID		EYA4-AS1	100507308
TARM1			441864
TARS1		TARS	6897
TARS2	FLJ12528	TARSL1	80222
TARS2P1			100533844
TARS3	FLJ25005	TARSL2	123283
TARS3	ThrRS-L	TARSL2	123283
TAS1R1	T1R1	GPR70	80835
TAS1R1	TR1	GPR70	80835
TAS1R2	T1R2	GPR71	80834
TAS1R2	TR2	GPR71	80834
TAS1R3	T1R3		83756
TAS2R1	T2R1		50834
TAS2R1	TRB7		50834
TAS2R2P	T2R02	TAS2R2	338396
TAS2R2P	T2R2	TAS2R2	338396
TAS2R3	T2R3		50831
TAS2R4	T2R4		50832
TAS2R5	T2R5		54429
TAS2R6P	T2R06	TAS2R6	448990
TAS2R6P	T2R6	TAS2R6	448990
TAS2R7	T2R7		50837
TAS2R7	TRB4		50837
TAS2R8	T2R8		50836
TAS2R8	TRB5		50836
TAS2R9	T2R9		50835
TAS2R9	TRB6		50835
TAS2R10	T2R10		50839
TAS2R10	TRB2		50839
TAS2R12P	T2R12	TAS2R12	266656
TAS2R13	T2R13		50838
TAS2R13	TRB3		50838
TAS2R14	T2R14		50840
TAS2R14	TRB1		50840
TAS2R15P	T2R15	TAS2R15	266657
TAS2R15P	PS8	TAS2R15	266657
TAS2R16	T2R16		50833
TAS2R18P	T2R18	TAS2R65P	338414
TAS2R18P	T2R18	TAS2R18	338414
TAS2R18P	TAS2R65	TAS2R65P	338414
TAS2R18P	TAS2R65	TAS2R18	338414
TAS2R19	T2R19	TAS2R48	259294
TAS2R19	T2R19	TAS2R23	259294
TAS2R19	T2R23	TAS2R48	259294
TAS2R19	T2R23	TAS2R23	259294
TAS2R20	T2R20	TAS2R49	259295
TAS2R20	T2R56	TAS2R49	259295
TAS2R22P	T2R22	TAS2R22	266661
TAS2R30	T2R30	TAS2R47	259293
TAS2R31	T2R31	TAS2R44	259290
TAS2R31	T2R53	TAS2R44	259290
TAS2R33	T2R33		266665
TAS2R36	T2R36		266666
TAS2R37	T2R37		266667
TAS2R38	T2R61	PTC	5726
TAS2R39			259285
TAS2R40		GPR60	259286
TAS2R41	T2R59		259287
TAS2R42	T2R24		353164
TAS2R42	T2R55		353164
TAS2R42	hT2R55		353164
TAS2R42	TAS2R55		353164
TAS2R43	T2R52		259289
TAS2R45	ZG24P	GPR59	259291
TAS2R46	T2R54		259292
TAS2R50	T2R51		259296
TAS2R60	T2R60		338398
TAS2R62P	T2R62		338399
TAS2R62P	TAS2R62		338399
TAS2R63P			338413
TAS2R64P	T2R64		338412
TAS2R64P	T2R64P		338412
TAS2R67P			448991
TAS2R68P	T2R68P		100653053
TAS2R68P	PS7		100653053
TASL	FLJ11577	CXorf21	80231
TASOR	se89-1	C3orf63	23272
TASOR	se89-1	FAM208A	23272
TASOR	RAP140	C3orf63	23272
TASOR	RAP140	FAM208A	23272
TASOR	KIAA1105	C3orf63	23272
TASOR	KIAA1105	FAM208A	23272
TASOR	TASOR1	C3orf63	23272
TASOR	TASOR1	FAM208A	23272
TASOR2	FLJ20360	C10orf18	54906
TASOR2	FLJ20360	FAM208B	54906
TASOR2	bA318E3.2	C10orf18	54906
TASOR2	bA318E3.2	FAM208B	54906
TASOR2	KIAA2006	C10orf18	54906
TASOR2	KIAA2006	FAM208B	54906
TASP1	FLJ20212	C20orf13	55617
TASP1	dJ585I14.2	C20orf13	55617
TAT			6898
TAT-AS1			100132529
TATDN1	CDA11		83940
TATDN1P1			728737
TATDN2	KIAA0218		9797
TATDN2P1			100131103
TATDN2P2			100272205
TATDN2P3			100420458
TATDN3			128387
TAX1BP1	TXBP151		8887
TAX1BP1	CALCOCO3		8887
TAX1BP1-AS1			105375210
TAX1BP3	TIP-1		30851
TAZ	BTHS	CMD3A	6901
TAZ	BTHS	EFE2	6901
TAZ	BTHS	EFE	6901
TAZ	XAP-2	CMD3A	6901
TAZ	XAP-2	EFE2	6901
TAZ	XAP-2	EFE	6901
TAZ	G4.5	CMD3A	6901
TAZ	G4.5	EFE2	6901
TAZ	G4.5	EFE	6901
TAZ	TAZ1	CMD3A	6901
TAZ	TAZ1	EFE2	6901
TAZ	TAZ1	EFE	6901
TBATA	FLJ32820	C10orf27	219793
TBATA	spatial	C10orf27	219793
TBC1D1	TBC		23216
TBC1D1	TBC1		23216
TBC1D1	KIAA1108		23216
TBC1D2	PARIS1		55357
TBC1D2	TBC1D2A		55357
TBC1D2	Armus		55357
TBC1D2B	KIAA1055		23102
TBC1D3	TBC1D3A		729873
TBC1D3	DKFZp434P2235		729873
TBC1D3	PRC17		729873
TBC1D3B	PRC17	TBC1D3I	414059
TBC1D3C	MGC44903		414060
TBC1D3D			101060389
TBC1D3E			102723859
TBC1D3F			84218
TBC1D3G			101060321
TBC1D3H			729877
TBC1D3I			102724862
TBC1D3J			100510707
TBC1D3K			101060351
TBC1D3L			101060376
TBC1D3P1			400609
TBC1D3P1-DHX40P1			653645
TBC1D3P2			440452
TBC1D3P3		USP6P1	653017
TBC1D3P4		USP6P2	100631253
TBC1D3P5			440419
TBC1D3P6			101928566
TBC1D3P7			106480773
TBC1D4	KIAA0603		9882
TBC1D4	AS160		9882
TBC1D4	DKFZp779C0666		9882
TBC1D4-AS1			
TBC1D5	KIAA0210		9779
TBC1D7	dJ257A7.3		51256
TBC1D7	FLJ32666		51256
TBC1D8	HBLP1		11138
TBC1D8	VRP		11138
TBC1D8	AD3		11138
TBC1D8	GRAMD8		11138
TBC1D8-AS1			100506286
TBC1D8B	FLJ20298		54885
TBC1D8B	RP11-321G1.1		54885
TBC1D8B	GRAMD8B		54885
TBC1D9	KIAA0882		23158
TBC1D9	MDR1		23158
TBC1D9	GRAMD9		23158
TBC1D9B	KIAA0676		23061
TBC1D9B	GRAMD9B		23061
TBC1D10A	EPI64	TBC1D10	83874
TBC1D10A	AC004997.C22.2	TBC1D10	83874
TBC1D10B	DKFZP434P1750		26000
TBC1D10B	Rab27A-GAPbeta		26000
TBC1D10B	FLJ13130		26000
TBC1D10B	EPI64B		26000
TBC1D10C	FLJ00332		374403
TBC1D10C	Carabin		374403
TBC1D10C	EPI64C		374403
TBC1D12	KIAA0608		23232
TBC1D13	FLJ10743		54662
TBC1D14	KIAA1322		57533
TBC1D15	FLJ12085		64786
TBC1D15	DKFZp761D0223		64786
TBC1D16	MGC25062		125058
TBC1D16	FLJ20748		125058
TBC1D17	FLJ12168		79735
TBC1D19	FLJ11082		55296
TBC1D20	dJ852M4.2	C20orf140	128637
TBC1D21	MGC34741		161514
TBC1D21	MgcRabGAP		161514
TBC1D22A		C22orf4	25771
TBC1D22A-AS1			642757
TBC1D22A-DT			
TBC1D22B	FLJ20337	C6orf197	55633
TBC1D22B	dJ744I24.2	C6orf197	55633
TBC1D23	FLJ11046		55773
TBC1D24	KIAA1171	DFNB86	57465
TBC1D24	TLDC6	DFNB86	57465
TBC1D24	DFNA65	DFNB86	57465
TBC1D25		OATL1	4943
TBC1D26	MGC51025		353149
TBC1D26-AS1			105371560
TBC1D27P		TBC1D27	96597
TBC1D28	FLJ40244		254272
TBC1D29P	DKFZP434O047	TBC1D29	26083
TBC1D30	KIAA0984		23329
TBC1D31	MGC21654	WDR67	93594
TBC1D31	Gm85	WDR67	93594
TBC1D32	FLJ30899	C6orf171	221322
TBC1D32	FLJ30899	C6orf170	221322
TBC1D32	dJ310J6.1	C6orf171	221322
TBC1D32	dJ310J6.1	C6orf170	221322
TBC1D32	FLJ34235	C6orf171	221322
TBC1D32	FLJ34235	C6orf170	221322
TBC1D32	bA57L9.1	C6orf171	221322
TBC1D32	bA57L9.1	C6orf170	221322
TBC1D32	BROMI	C6orf171	221322
TBC1D32	BROMI	C6orf170	221322
TBCA			6902
TBCAP1			494540
TBCAP2			494541
TBCAP3			101290501
TBCB	CG22	CKAP1	1155
TBCB	CKAPI	CKAP1	1155
TBCC	CFC		6903
TBCCD1	FLJ10560		55171
TBCD			6904
TBCE	KCS1	KCS	6905
TBCE	KCS1	HRD	6905
TBCE	pac2	KCS	6905
TBCE	pac2	HRD	6905
TBCE-AS1			
TBCEL	MGC10233	LRRC35	219899
TBCEL-TECTA			116804918
TBCK	MGC16169		93627
TBCK	HSPC302		93627
TBILA			112806053
TBK1	NAK		29110
TBKBP1	ProSAPiP2		9755
TBKBP1	KIAA0775		9755
TBL1X	EBI	TBL1	6907
TBL1XR1	IRA1		79718
TBL1XR1	FLJ12894		79718
TBL1XR1	TBLR1		79718
TBL1XR1	C21		79718
TBL1XR1	DC42		79718
TBL1XR1-AS1			100874217
TBL1Y	TBL1		90665
TBL1YP1			286555
TBL2	WS-betaTRP		26608
TBL2	WBSCR13		26608
TBL2	DKFZP43N024		26608
TBL3	SAZD		10607
TBL3	UTP13		10607
TBP	TFIID	GTF2D1	6908
TBP	TFIID	SCA17	6908
TBPL1	TLP		9519
TBPL1	STUD		9519
TBPL1	TRF2		9519
TBPL1	TLF		9519
TBPL2	TRF3		387332
TBPL2	TBP2		387332
TBR1			10716
TBRG1	FLJ14621		84897
TBRG1	TB-5		84897
TBRG1	NIAM		84897
TBRG4	Cpr2		9238
TBRG4	KIAA0948		9238
TBRG4	H_TD2522F11.8		9238
TBRG4	FASTKD4		9238
TBX1	CATCH22	VCF	6899
TBX2			6909
TBX2-AS1			103689912
TBX3	TBX3-ISO	UMS	6926
TBX3	XHL	UMS	6926
TBX4			9496
TBX5		HOS	6910
TBX5-AS1			255480
TBX6			6911
TBX10	TBX13	TBX7	347853
TBX15		TBX14	6913
TBX18			9096
TBX18-AS1			102724201
TBX19	dj747L4.1		9095
TBX19	TPIT		9095
TBX20			57057
TBX21	TBLYM		30009
TBX21	T-bet		30009
TBX22		CPX	50945
TBX22		CLPA	50945
TBX23P		TBX23	57160
TBXA1R			6914
TBXA2R			6915
TBXAS1	CYP5		6916
TBXAS1	CYP5A1		6916
TBXAS1	THAS		6916
TBXAS1	TXS		6916
TBXAS1	TXAS		6916
TBXAS1	TS		6916
TBXT		T	6862
TC2N	FLJ36557	C14orf47	123036
TC2N	FLJ36557	MTAC2D1	123036
TC2N	Tac2-N	C14orf47	123036
TC2N	Tac2-N	MTAC2D1	123036
TC2N	C2CD1	C14orf47	123036
TC2N	C2CD1	MTAC2D1	123036
TCAF1	KIAA0738	FAM115A	9747
TCAF1P1		FAM115B	653199
TCAF2	FLJ40722	FAM139A	285966
TCAF2	FLJ40722	FAM115C	285966
TCAF2	GATD9	FAM139A	285966
TCAF2	GATD9	FAM115C	285966
TCAF2C			100533814
TCAF2P1	FLJ40722-like	FAM139B	653691
TCAF2P1	FLJ40722-like	FAM115D	653691
TCAF2P1	TCAF2BP	FAM139B	653691
TCAF2P1	TCAF2BP	FAM115D	653691
TCAIM	DKFZp313N0621	C3orf23	285343
TCAIM	TOAG-1	C3orf23	285343
TCAM1P		TCAM1	146771
TCAP	T-cap	LGMD2G	8557
TCAP	TELE	LGMD2G	8557
TCAP	telethonin	LGMD2G	8557
TCAP	CMD1N	LGMD2G	8557
TCEA1	SII	TCEA	6917
TCEA1	SII	GTF2S	6917
TCEA1	TF2S	TCEA	6917
TCEA1	TF2S	GTF2S	6917
TCEA1	TFIIS	TCEA	6917
TCEA1	TFIIS	GTF2S	6917
TCEA1P1		GTF2SP	6918
TCEA1P1		TCEA1P	6918
TCEA1P2	TCEA1		399511
TCEA1P3			340501
TCEA1P4			100421350
TCEA2	TFIIS		6919
TCEA3	TFIIS.H		6920
TCEAL1	p21		9338
TCEAL1	pp21		9338
TCEAL1	SIIR		9338
TCEAL1	P21		9338
TCEAL1	WEX9		9338
TCEAL2	my048		140597
TCEAL2	MY0876G05		140597
TCEAL2	WEX1		140597
TCEAL3	MGC15737		85012
TCEAL3	WEX8		85012
TCEAL3-AS1			100874119
TCEAL4	FLJ21174		79921
TCEAL4	WEX7		79921
TCEAL4P1			100874432
TCEAL5	WEX4		340543
TCEAL6	WEX2		158931
TCEAL7	MGC23947		56849
TCEAL7	WEX5		56849
TCEAL8	MGC45400		90843
TCEAL8	WEX3		90843
TCEAL8P1			101059982
TCEAL9	DKFZp313K1940	WBP5	51186
TCEAL9	WEX6	WBP5	51186
TCEANC	MGC17403		170082
TCEANC2	FLJ32112	C1orf83	127428
TCERG1	CA150	TAF2S	10915
TCERG1	Urn1	TAF2S	10915
TCERG1L	FLJ38950		256536
TCERG1L-AS1			101927489
TCERG1P1			100420957
TCERG1P2			100421029
TCF3	E2A		6929
TCF3	ITF1		6929
TCF3	MGC129647		6929
TCF3	MGC129648		6929
TCF3	bHLHb21		6929
TCF3	VDIR		6929
TCF3	E47		6929
TCF3	p75		6929
TCF3P1			100129107
TCF4	SEF2-1B		6925
TCF4	ITF2		6925
TCF4	bHLHb19		6925
TCF4	E2-2		6925
TCF4-AS1	MIR4529HG		105372127
TCF4-AS2			106480339
TCF7	TCF-1		6932
TCF7L1		TCF3	83439
TCF7L1-IT1			100874334
TCF7L2	TCF-4	TCF4	6934
TCF12	HEB		6938
TCF12	HTF4		6938
TCF12	HsT17266		6938
TCF12	bHLHb20		6938
TCF12	p64		6938
TCF15	EC2		6939
TCF15	PARAXIS		6939
TCF15	bHLHa40		6939
TCF19	SC1		6941
TCF20	AR1		6942
TCF20	SPBP		6942
TCF21	POD1		6943
TCF21	bHLHa23		6943
TCF23	OUT		150921
TCF23	bHLHa24		150921
TCF24	bHLHa25		100129654
TCF25	Nulp1		22980
TCF25	KIAA1049		22980
TCFL5	Figlb		10732
TCFL5	E2BP-1		10732
TCFL5	CHA		10732
TCFL5	bHLHe82		10732
TCHH		THH	7062
TCHHL1		S100A17	126637
TCHHL1		THHL1	126637
TCHP	MGC10854		84260
TCHP	TpMs		84260
TCIM	TC-1	C8orf4	56892
TCIM	hTC-1	C8orf4	56892
TCIM	TC1	C8orf4	56892
TCIRG1	TIRC7		10312
TCIRG1	OC-116		10312
TCIRG1	OC116		10312
TCIRG1	ATP6N1C		10312
TCIRG1	Atp6i		10312
TCIRG1	a3		10312
TCIRG1	ATP6V0A3		10312
TCL1A	TCL1		8115
TCL1B	TML1		9623
TCL4			
TCL6	TCL6e1		27004
TCL6	TNG2		27004
TCL6	TNG1		27004
TCN1	TCI		6947
TCN1	TC1		6947
TCN2	D22S676		6948
TCN2	D22S750		6948
TCN2	TC2		6948
TCOF1	treacle		6949
TCOF1	TCS		6949
TCP1	D6S230E		6950
TCP1	CCT1		6950
TCP1	Ccta		6950
TCP1P1		TCP1L1	647047
TCP1P2		TCP1L2	6952
TCP1P3		TCP1L3	400013
TCP10L	PRED77		140290
TCP10L2	bA517H2.3		401285
TCP10L3		TCP10	6953
TCP11	KIAA0229	D6S230E	6954
TCP11	FPPR	D6S230E	6954
TCP11L1	FLJ11336		55346
TCP11L2	MGC40368		255394
TCP11X1			100996631
TCP11X2			100996648
TCP11X3P			106481605
TCTA			6988
TCTE1	D6S46		202500
TCTE1	MGC33600		202500
TCTE1	FAP155		202500
TCTE1	DRC5		202500
TCTN1	FLJ21127		79600
TCTN1	TECT1		79600
TCTN1	JBTS13		79600
TCTN2	FLJ12975	C12orf38	79867
TCTN2	TECT2	C12orf38	79867
TCTN2	MKS8	C12orf38	79867
TCTN2	JBTS24	C12orf38	79867
TCTN3	DKFZP564D116	C10orf61	26123
TCTN3	TECT3	C10orf61	26123
TCTN3	JBTS18	C10orf61	26123
TDG			6996
TDGF1	CRIPTO		6997
TDGF1	CR		6997
TDGF1	Cripto-1		6997
TDGF1	CR-1		6997
TDGF1P1			100421177
TDGF1P2	CR-2	TDGF2	22816
TDGF1P2	CRIPTO-2	TDGF2	22816
TDGF1P3	TDGF2	TDGF3	6998
TDGF1P3	CR-3	TDGF3	6998
TDGF1P3	CRIPTO-3	TDGF3	6998
TDGF1P3	CRIPTO3	TDGF3	6998
TDGF1P4	CR-4	TDGF4	22815
TDGF1P4	CRIPTO-4	TDGF4	22815
TDGF1P5	CR-5	TDGF5	22814
TDGF1P5	CRIPTO-5	TDGF5	22814
TDGF1P6	CR-6	TDGF6	22813
TDGF1P6	CRIPTO-6	TDGF6	22813
TDGF1P7	CR-7	TDGF7	100129080
TDGF1P7	CRIPTO-7	TDGF7	100129080
TDGP1			645233
TDH	FLJ25033		157739
TDH	SDR14E1P		157739
TDO2	TDO		6999
TDO2	TPH2		6999
TDO2L1			
TDP1	FLJ11090		55775
TDP1	SCAN1		55775
TDP2		TTRAP	51567
TDRD1	CT41.1		56165
TDRD3	FLJ21007		81550
TDRD5	FLJ34823		163589
TDRD5	TUDOR3		163589
TDRD6	NY-CO-45		221400
TDRD6	bA446F17.4		221400
TDRD6	CT41.2		221400
TDRD6	SPATA36		221400
TDRD7	PCTAIRE2BP		23424
TDRD9	DKFZp434N0820	C14orf75	122402
TDRD9	FLJ36164	C14orf75	122402
TDRD9	NET54	C14orf75	122402
TDRD10	DKFZp434M202		126668
TDRD12	ECAT8		91646
TDRD12	FLJ13072		91646
TDRD15			100129278
TDRG1	LINC00532		732253
TDRG1	lincRNA-NR_024015		732253
TDRKH	TDRD2		11022
TDRKH-AS1	RP11-98D18.9		109729141
TDRP	INM01	C8orf42	157695
TDRP	TDRP1	C8orf42	157695
TDRP	TDRP2	C8orf42	157695
TEAD1	TEF-1	TCF13	7003
TEAD1	TEF-1	AA	7003
TEAD2	TEF-4		8463
TEAD2	ETF		8463
TEAD2	TEF4		8463
TEAD3	TEF-5	TEAD5	7005
TEAD3	ETFR-1	TEAD5	7005
TEAD4	TEF-3	TCF13L1	7004
TEAD4	TEFR-1	TCF13L1	7004
TEAD4	EFTR-2	TCF13L1	7004
TEAD4	RTEF-1	TCF13L1	7004
TEC	PSCTK4		7006
TECPR1	DKFZP434B0335		25851
TECPR1	FLJ23419		25851
TECPR1	FLJ90593		25851
TECPR1	KIAA1358		25851
TECPR2		KIAA0329	9895
TECR	TER	SC2	9524
TECR	TER	GPSN2	9524
TECR	MRT14	SC2	9524
TECR	MRT14	GPSN2	9524
TECRL	GPSN2L		253017
TECRL	SRD5A2L2		253017
TECRL	DKFZp313D0829		253017
TECRL	DKFZp313B2333		253017
TECRL	TERL		253017
TECRP1			442777
TECRP2			391696
TECTA		DFNA12	7007
TECTA		DFNA8	7007
TECTA		DFNB21	7007
TECTB			6975
TEDC1		C14orf80	283643
TEDC2	FLJ13909	C16orf59	80178
TEDDM1	HE9		127670
TEDDM1	Epdd1		127670
TEDDM1	TMEM45C		127670
TEDDM1	EDDM9		127670
TEDDM2P		TEDDM1P1	127671
TEF	KIAA1655		7008
TEFM	FLJ22729	C17orf42	79736
TEK	TIE2	VMCM	7010
TEK	TIE-2	VMCM	7010
TEK	VMCM1	VMCM	7010
TEK	CD202b	VMCM	7010
TEKT1			83659
TEKT2	TEKTB1		27285
TEKT3	FLJ32828		64518
TEKT4	MGC27019		150483
TEKT4P1			727768
TEKT4P2		MAFIPL	100132288
TEKT4P3			100873355
TEKT5	FLJ32871		146279
TEKT5	CT149		146279
TELAB1			
TELO2	KIAA0683		9894
TELO2	hCLK2		9894
TELO2	TEL2		9894
TEMN3-AS1			105377573
TEN1	FLJ39785	C17orf106	100134934
TEN1-CDK3			100529145
TENM1	TEN-M1	ODZ3	10178
TENM1	TEN-M1	TNM	10178
TENM1	TEN-M1	ODZ1	10178
TENM1	TEN1	ODZ3	10178
TENM1	TEN1	TNM	10178
TENM1	TEN1	ODZ1	10178
TENM2	KIAA1127	ODZ2	57451
TENM2	Ten-M2	ODZ2	57451
TENM2	TEN2	ODZ2	57451
TENM3	Ten-M3	ODZ3	55714
TENM3	KIAA1455	ODZ3	55714
TENM3	TEN3	ODZ3	55714
TENM3-AS1			90768
TENM4	KIAA1302	ODZ4	26011
TENM4	Ten-M4	ODZ4	26011
TENM4	TEN4	ODZ4	26011
TENT2	FLJ38499	PAPD4	167153
TENT2	GLD2	PAPD4	167153
TENT2	TUT2	PAPD4	167153
TENT4A	POLK	POLS	11044
TENT4A	POLK	PAPD7	11044
TENT4A	TRF4	POLS	11044
TENT4A	TRF4	PAPD7	11044
TENT4A	LAK-1	POLS	11044
